"","name","forecast.wk","value","team","season","location","target","pred.type","bin.lwr","bin.upr.strict"
"7464","p(peak_week=38)",8,0.0119,"baseline","2008/2009","iquitos","peakweek","bin",38,39
"7465","p(peak_week=39)",8,0.0206,"baseline","2008/2009","iquitos","peakweek","bin",39,40
"7466","p(peak_week=40)",8,0.0253,"baseline","2008/2009","iquitos","peakweek","bin",40,41
"7467","p(peak_week=41)",8,0.0277,"baseline","2008/2009","iquitos","peakweek","bin",41,42
"7468","p(peak_week=42)",8,0.0053,"baseline","2008/2009","iquitos","peakweek","bin",42,43
"7469","p(peak_week=43)",8,0.0187,"baseline","2008/2009","iquitos","peakweek","bin",43,44
"7470","p(peak_week=44)",8,0.0015,"baseline","2008/2009","iquitos","peakweek","bin",44,45
"7471","p(peak_week=45)",8,0.0107,"baseline","2008/2009","iquitos","peakweek","bin",45,46
"7472","p(peak_week=46)",8,0.0105,"baseline","2008/2009","iquitos","peakweek","bin",46,47
"7473","p(peak_week=47)",8,0.0082,"baseline","2008/2009","iquitos","peakweek","bin",47,48
"7474","p(peak_week=48)",8,0.0108,"baseline","2008/2009","iquitos","peakweek","bin",48,49
"7475","p(peak_week=49)",8,0.0056,"baseline","2008/2009","iquitos","peakweek","bin",49,50
"7476","p(peak_week=50)",8,0.0029,"baseline","2008/2009","iquitos","peakweek","bin",50,51
"7477","p(peak_week=51)",8,1e-04,"baseline","2008/2009","iquitos","peakweek","bin",51,52
"7478","p(peak_week=52)",8,8e-04,"baseline","2008/2009","iquitos","peakweek","bin",52,53
"7479","point",12,28,"baseline","2008/2009","iquitos","peakweek","point",NA,NA
"7480","p(peak_week=1)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",1,2
"7481","p(peak_week=2)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",2,3
"7482","p(peak_week=3)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",3,4
"7483","p(peak_week=4)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",4,5
"7484","p(peak_week=5)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",5,6
"7485","p(peak_week=6)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",6,7
"7486","p(peak_week=7)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",7,8
"7487","p(peak_week=8)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",8,9
"7488","p(peak_week=9)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",9,10
"7489","p(peak_week=10)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",10,11
"7490","p(peak_week=11)",12,0,"baseline","2008/2009","iquitos","peakweek","bin",11,12
"7491","p(peak_week=12)",12,0.0129,"baseline","2008/2009","iquitos","peakweek","bin",12,13
"7492","p(peak_week=13)",12,0.0067,"baseline","2008/2009","iquitos","peakweek","bin",13,14
"7493","p(peak_week=14)",12,0.0746,"baseline","2008/2009","iquitos","peakweek","bin",14,15
"7494","p(peak_week=15)",12,0.0157,"baseline","2008/2009","iquitos","peakweek","bin",15,16
"7495","p(peak_week=16)",12,0.0412,"baseline","2008/2009","iquitos","peakweek","bin",16,17
"7496","p(peak_week=17)",12,0.0107,"baseline","2008/2009","iquitos","peakweek","bin",17,18
"7497","p(peak_week=18)",12,0.0131,"baseline","2008/2009","iquitos","peakweek","bin",18,19
"7498","p(peak_week=19)",12,0.0328,"baseline","2008/2009","iquitos","peakweek","bin",19,20
"7499","p(peak_week=20)",12,0.0065,"baseline","2008/2009","iquitos","peakweek","bin",20,21
"7500","p(peak_week=21)",12,0.061,"baseline","2008/2009","iquitos","peakweek","bin",21,22
"7501","p(peak_week=22)",12,0.0155,"baseline","2008/2009","iquitos","peakweek","bin",22,23
"7502","p(peak_week=23)",12,0.0513,"baseline","2008/2009","iquitos","peakweek","bin",23,24
"7503","p(peak_week=24)",12,0.0449,"baseline","2008/2009","iquitos","peakweek","bin",24,25
"7504","p(peak_week=25)",12,0.0014,"baseline","2008/2009","iquitos","peakweek","bin",25,26
"7505","p(peak_week=26)",12,0.0015,"baseline","2008/2009","iquitos","peakweek","bin",26,27
"7506","p(peak_week=27)",12,0.0013,"baseline","2008/2009","iquitos","peakweek","bin",27,28
"7507","p(peak_week=28)",12,0.132,"baseline","2008/2009","iquitos","peakweek","bin",28,29
"7508","p(peak_week=29)",12,0.0185,"baseline","2008/2009","iquitos","peakweek","bin",29,30
"7509","p(peak_week=30)",12,0.0364,"baseline","2008/2009","iquitos","peakweek","bin",30,31
"7510","p(peak_week=31)",12,0.0275,"baseline","2008/2009","iquitos","peakweek","bin",31,32
"7511","p(peak_week=32)",12,0.0971,"baseline","2008/2009","iquitos","peakweek","bin",32,33
"7512","p(peak_week=33)",12,0.0364,"baseline","2008/2009","iquitos","peakweek","bin",33,34
"7513","p(peak_week=34)",12,0.0247,"baseline","2008/2009","iquitos","peakweek","bin",34,35
"7514","p(peak_week=35)",12,0.0694,"baseline","2008/2009","iquitos","peakweek","bin",35,36
"7515","p(peak_week=36)",12,0.0137,"baseline","2008/2009","iquitos","peakweek","bin",36,37
"7516","p(peak_week=37)",12,0.0173,"baseline","2008/2009","iquitos","peakweek","bin",37,38
"7517","p(peak_week=38)",12,0.0076,"baseline","2008/2009","iquitos","peakweek","bin",38,39
"7518","p(peak_week=39)",12,0.0156,"baseline","2008/2009","iquitos","peakweek","bin",39,40
"7519","p(peak_week=40)",12,0.0226,"baseline","2008/2009","iquitos","peakweek","bin",40,41
"7520","p(peak_week=41)",12,0.0227,"baseline","2008/2009","iquitos","peakweek","bin",41,42
"7521","p(peak_week=42)",12,0.0056,"baseline","2008/2009","iquitos","peakweek","bin",42,43
"7522","p(peak_week=43)",12,0.0165,"baseline","2008/2009","iquitos","peakweek","bin",43,44
"7523","p(peak_week=44)",12,0.0018,"baseline","2008/2009","iquitos","peakweek","bin",44,45
"7524","p(peak_week=45)",12,0.0099,"baseline","2008/2009","iquitos","peakweek","bin",45,46
"7525","p(peak_week=46)",12,0.0083,"baseline","2008/2009","iquitos","peakweek","bin",46,47
"7526","p(peak_week=47)",12,0.0065,"baseline","2008/2009","iquitos","peakweek","bin",47,48
"7527","p(peak_week=48)",12,0.0105,"baseline","2008/2009","iquitos","peakweek","bin",48,49
"7528","p(peak_week=49)",12,0.0045,"baseline","2008/2009","iquitos","peakweek","bin",49,50
"7529","p(peak_week=50)",12,0.0024,"baseline","2008/2009","iquitos","peakweek","bin",50,51
"7530","p(peak_week=51)",12,5e-04,"baseline","2008/2009","iquitos","peakweek","bin",51,52
"7531","p(peak_week=52)",12,9e-04,"baseline","2008/2009","iquitos","peakweek","bin",52,53
"7532","point",16,19,"baseline","2008/2009","iquitos","peakweek","point",NA,NA
"7533","p(peak_week=1)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",1,2
"7534","p(peak_week=2)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",2,3
"7535","p(peak_week=3)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",3,4
"7536","p(peak_week=4)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",4,5
"7537","p(peak_week=5)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",5,6
"7538","p(peak_week=6)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",6,7
"7539","p(peak_week=7)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",7,8
"7540","p(peak_week=8)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",8,9
"7541","p(peak_week=9)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",9,10
"7542","p(peak_week=10)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",10,11
"7543","p(peak_week=11)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",11,12
"7544","p(peak_week=12)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",12,13
"7545","p(peak_week=13)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",13,14
"7546","p(peak_week=14)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",14,15
"7547","p(peak_week=15)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",15,16
"7548","p(peak_week=16)",16,0.3704,"baseline","2008/2009","iquitos","peakweek","bin",16,17
"7549","p(peak_week=17)",16,0.0512,"baseline","2008/2009","iquitos","peakweek","bin",17,18
"7550","p(peak_week=18)",16,0.0349,"baseline","2008/2009","iquitos","peakweek","bin",18,19
"7551","p(peak_week=19)",16,0.0579,"baseline","2008/2009","iquitos","peakweek","bin",19,20
"7552","p(peak_week=20)",16,0.0087,"baseline","2008/2009","iquitos","peakweek","bin",20,21
"7553","p(peak_week=21)",16,0.0591,"baseline","2008/2009","iquitos","peakweek","bin",21,22
"7554","p(peak_week=22)",16,0.0128,"baseline","2008/2009","iquitos","peakweek","bin",22,23
"7555","p(peak_week=23)",16,0.0449,"baseline","2008/2009","iquitos","peakweek","bin",23,24
"7556","p(peak_week=24)",16,0.0349,"baseline","2008/2009","iquitos","peakweek","bin",24,25
"7557","p(peak_week=25)",16,6e-04,"baseline","2008/2009","iquitos","peakweek","bin",25,26
"7558","p(peak_week=26)",16,7e-04,"baseline","2008/2009","iquitos","peakweek","bin",26,27
"7559","p(peak_week=27)",16,4e-04,"baseline","2008/2009","iquitos","peakweek","bin",27,28
"7560","p(peak_week=28)",16,0.0817,"baseline","2008/2009","iquitos","peakweek","bin",28,29
"7561","p(peak_week=29)",16,0.0101,"baseline","2008/2009","iquitos","peakweek","bin",29,30
"7562","p(peak_week=30)",16,0.0189,"baseline","2008/2009","iquitos","peakweek","bin",30,31
"7563","p(peak_week=31)",16,0.013,"baseline","2008/2009","iquitos","peakweek","bin",31,32
"7564","p(peak_week=32)",16,0.0556,"baseline","2008/2009","iquitos","peakweek","bin",32,33
"7565","p(peak_week=33)",16,0.0183,"baseline","2008/2009","iquitos","peakweek","bin",33,34
"7566","p(peak_week=34)",16,0.0114,"baseline","2008/2009","iquitos","peakweek","bin",34,35
"7567","p(peak_week=35)",16,0.036,"baseline","2008/2009","iquitos","peakweek","bin",35,36
"7568","p(peak_week=36)",16,0.006,"baseline","2008/2009","iquitos","peakweek","bin",36,37
"7569","p(peak_week=37)",16,0.0099,"baseline","2008/2009","iquitos","peakweek","bin",37,38
"7570","p(peak_week=38)",16,0.0037,"baseline","2008/2009","iquitos","peakweek","bin",38,39
"7571","p(peak_week=39)",16,0.0078,"baseline","2008/2009","iquitos","peakweek","bin",39,40
"7572","p(peak_week=40)",16,0.0108,"baseline","2008/2009","iquitos","peakweek","bin",40,41
"7573","p(peak_week=41)",16,0.0129,"baseline","2008/2009","iquitos","peakweek","bin",41,42
"7574","p(peak_week=42)",16,0.003,"baseline","2008/2009","iquitos","peakweek","bin",42,43
"7575","p(peak_week=43)",16,0.0076,"baseline","2008/2009","iquitos","peakweek","bin",43,44
"7576","p(peak_week=44)",16,5e-04,"baseline","2008/2009","iquitos","peakweek","bin",44,45
"7577","p(peak_week=45)",16,0.0031,"baseline","2008/2009","iquitos","peakweek","bin",45,46
"7578","p(peak_week=46)",16,0.0041,"baseline","2008/2009","iquitos","peakweek","bin",46,47
"7579","p(peak_week=47)",16,0.0027,"baseline","2008/2009","iquitos","peakweek","bin",47,48
"7580","p(peak_week=48)",16,0.0035,"baseline","2008/2009","iquitos","peakweek","bin",48,49
"7581","p(peak_week=49)",16,0.0023,"baseline","2008/2009","iquitos","peakweek","bin",49,50
"7582","p(peak_week=50)",16,4e-04,"baseline","2008/2009","iquitos","peakweek","bin",50,51
"7583","p(peak_week=51)",16,0,"baseline","2008/2009","iquitos","peakweek","bin",51,52
"7584","p(peak_week=52)",16,2e-04,"baseline","2008/2009","iquitos","peakweek","bin",52,53
"7585","point",20,21,"baseline","2008/2009","iquitos","peakweek","point",NA,NA
"7586","p(peak_week=1)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",1,2
"7587","p(peak_week=2)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",2,3
"7588","p(peak_week=3)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",3,4
"7589","p(peak_week=4)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",4,5
"7590","p(peak_week=5)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",5,6
"7591","p(peak_week=6)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",6,7
"7592","p(peak_week=7)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",7,8
"7593","p(peak_week=8)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",8,9
"7594","p(peak_week=9)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",9,10
"7595","p(peak_week=10)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",10,11
"7596","p(peak_week=11)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",11,12
"7597","p(peak_week=12)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",12,13
"7598","p(peak_week=13)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",13,14
"7599","p(peak_week=14)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",14,15
"7600","p(peak_week=15)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",15,16
"7601","p(peak_week=16)",20,0.4723,"baseline","2008/2009","iquitos","peakweek","bin",16,17
"7602","p(peak_week=17)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",17,18
"7603","p(peak_week=18)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",18,19
"7604","p(peak_week=19)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",19,20
"7605","p(peak_week=20)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",20,21
"7606","p(peak_week=21)",20,0.0488,"baseline","2008/2009","iquitos","peakweek","bin",21,22
"7607","p(peak_week=22)",20,0.0169,"baseline","2008/2009","iquitos","peakweek","bin",22,23
"7608","p(peak_week=23)",20,0.0609,"baseline","2008/2009","iquitos","peakweek","bin",23,24
"7609","p(peak_week=24)",20,0.043,"baseline","2008/2009","iquitos","peakweek","bin",24,25
"7610","p(peak_week=25)",20,0.0015,"baseline","2008/2009","iquitos","peakweek","bin",25,26
"7611","p(peak_week=26)",20,5e-04,"baseline","2008/2009","iquitos","peakweek","bin",26,27
"7612","p(peak_week=27)",20,7e-04,"baseline","2008/2009","iquitos","peakweek","bin",27,28
"7613","p(peak_week=28)",20,0.0952,"baseline","2008/2009","iquitos","peakweek","bin",28,29
"7614","p(peak_week=29)",20,0.0091,"baseline","2008/2009","iquitos","peakweek","bin",29,30
"7615","p(peak_week=30)",20,0.0218,"baseline","2008/2009","iquitos","peakweek","bin",30,31
"7616","p(peak_week=31)",20,0.0149,"baseline","2008/2009","iquitos","peakweek","bin",31,32
"7617","p(peak_week=32)",20,0.0564,"baseline","2008/2009","iquitos","peakweek","bin",32,33
"7618","p(peak_week=33)",20,0.0219,"baseline","2008/2009","iquitos","peakweek","bin",33,34
"7619","p(peak_week=34)",20,0.0124,"baseline","2008/2009","iquitos","peakweek","bin",34,35
"7620","p(peak_week=35)",20,0.0401,"baseline","2008/2009","iquitos","peakweek","bin",35,36
"7621","p(peak_week=36)",20,0.0075,"baseline","2008/2009","iquitos","peakweek","bin",36,37
"7622","p(peak_week=37)",20,0.0127,"baseline","2008/2009","iquitos","peakweek","bin",37,38
"7623","p(peak_week=38)",20,0.0038,"baseline","2008/2009","iquitos","peakweek","bin",38,39
"7624","p(peak_week=39)",20,0.0087,"baseline","2008/2009","iquitos","peakweek","bin",39,40
"7625","p(peak_week=40)",20,0.0107,"baseline","2008/2009","iquitos","peakweek","bin",40,41
"7626","p(peak_week=41)",20,0.0142,"baseline","2008/2009","iquitos","peakweek","bin",41,42
"7627","p(peak_week=42)",20,0.0019,"baseline","2008/2009","iquitos","peakweek","bin",42,43
"7628","p(peak_week=43)",20,0.0062,"baseline","2008/2009","iquitos","peakweek","bin",43,44
"7629","p(peak_week=44)",20,8e-04,"baseline","2008/2009","iquitos","peakweek","bin",44,45
"7630","p(peak_week=45)",20,0.0041,"baseline","2008/2009","iquitos","peakweek","bin",45,46
"7631","p(peak_week=46)",20,0.0044,"baseline","2008/2009","iquitos","peakweek","bin",46,47
"7632","p(peak_week=47)",20,0.003,"baseline","2008/2009","iquitos","peakweek","bin",47,48
"7633","p(peak_week=48)",20,0.003,"baseline","2008/2009","iquitos","peakweek","bin",48,49
"7634","p(peak_week=49)",20,0.0014,"baseline","2008/2009","iquitos","peakweek","bin",49,50
"7635","p(peak_week=50)",20,8e-04,"baseline","2008/2009","iquitos","peakweek","bin",50,51
"7636","p(peak_week=51)",20,0,"baseline","2008/2009","iquitos","peakweek","bin",51,52
"7637","p(peak_week=52)",20,4e-04,"baseline","2008/2009","iquitos","peakweek","bin",52,53
"7638","point",24,16,"baseline","2008/2009","iquitos","peakweek","point",NA,NA
"7639","p(peak_week=1)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",1,2
"7640","p(peak_week=2)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",2,3
"7641","p(peak_week=3)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",3,4
"7642","p(peak_week=4)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",4,5
"7643","p(peak_week=5)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",5,6
"7644","p(peak_week=6)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",6,7
"7645","p(peak_week=7)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",7,8
"7646","p(peak_week=8)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",8,9
"7647","p(peak_week=9)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",9,10
"7648","p(peak_week=10)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",10,11
"7649","p(peak_week=11)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",11,12
"7650","p(peak_week=12)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",12,13
"7651","p(peak_week=13)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",13,14
"7652","p(peak_week=14)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",14,15
"7653","p(peak_week=15)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",15,16
"7654","p(peak_week=16)",24,0.6057,"baseline","2008/2009","iquitos","peakweek","bin",16,17
"7655","p(peak_week=17)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",17,18
"7656","p(peak_week=18)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",18,19
"7657","p(peak_week=19)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",19,20
"7658","p(peak_week=20)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",20,21
"7659","p(peak_week=21)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",21,22
"7660","p(peak_week=22)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",22,23
"7661","p(peak_week=23)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",23,24
"7662","p(peak_week=24)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",24,25
"7663","p(peak_week=25)",24,0,"baseline","2008/2009","iquitos","peakweek","bin",25,26
"7664","p(peak_week=26)",24,4e-04,"baseline","2008/2009","iquitos","peakweek","bin",26,27
"7665","p(peak_week=27)",24,3e-04,"baseline","2008/2009","iquitos","peakweek","bin",27,28
"7666","p(peak_week=28)",24,0.0976,"baseline","2008/2009","iquitos","peakweek","bin",28,29
"7667","p(peak_week=29)",24,0.011,"baseline","2008/2009","iquitos","peakweek","bin",29,30
"7668","p(peak_week=30)",24,0.0287,"baseline","2008/2009","iquitos","peakweek","bin",30,31
"7669","p(peak_week=31)",24,0.0174,"baseline","2008/2009","iquitos","peakweek","bin",31,32
"7670","p(peak_week=32)",24,0.0633,"baseline","2008/2009","iquitos","peakweek","bin",32,33
"7671","p(peak_week=33)",24,0.0237,"baseline","2008/2009","iquitos","peakweek","bin",33,34
"7672","p(peak_week=34)",24,0.0135,"baseline","2008/2009","iquitos","peakweek","bin",34,35
"7673","p(peak_week=35)",24,0.0429,"baseline","2008/2009","iquitos","peakweek","bin",35,36
"7674","p(peak_week=36)",24,0.0072,"baseline","2008/2009","iquitos","peakweek","bin",36,37
"7675","p(peak_week=37)",24,0.0129,"baseline","2008/2009","iquitos","peakweek","bin",37,38
"7676","p(peak_week=38)",24,0.0045,"baseline","2008/2009","iquitos","peakweek","bin",38,39
"7677","p(peak_week=39)",24,0.0096,"baseline","2008/2009","iquitos","peakweek","bin",39,40
"7678","p(peak_week=40)",24,0.013,"baseline","2008/2009","iquitos","peakweek","bin",40,41
"7679","p(peak_week=41)",24,0.0138,"baseline","2008/2009","iquitos","peakweek","bin",41,42
"7680","p(peak_week=42)",24,0.0029,"baseline","2008/2009","iquitos","peakweek","bin",42,43
"7681","p(peak_week=43)",24,0.0081,"baseline","2008/2009","iquitos","peakweek","bin",43,44
"7682","p(peak_week=44)",24,4e-04,"baseline","2008/2009","iquitos","peakweek","bin",44,45
"7683","p(peak_week=45)",24,0.0045,"baseline","2008/2009","iquitos","peakweek","bin",45,46
"7684","p(peak_week=46)",24,0.0061,"baseline","2008/2009","iquitos","peakweek","bin",46,47
"7685","p(peak_week=47)",24,0.0034,"baseline","2008/2009","iquitos","peakweek","bin",47,48
"7686","p(peak_week=48)",24,0.0059,"baseline","2008/2009","iquitos","peakweek","bin",48,49
"7687","p(peak_week=49)",24,0.0017,"baseline","2008/2009","iquitos","peakweek","bin",49,50
"7688","p(peak_week=50)",24,7e-04,"baseline","2008/2009","iquitos","peakweek","bin",50,51
"7689","p(peak_week=51)",24,1e-04,"baseline","2008/2009","iquitos","peakweek","bin",51,52
"7690","p(peak_week=52)",24,7e-04,"baseline","2008/2009","iquitos","peakweek","bin",52,53
"7691","point",28,16,"baseline","2008/2009","iquitos","peakweek","point",NA,NA
"7692","p(peak_week=1)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",1,2
"7693","p(peak_week=2)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",2,3
"7694","p(peak_week=3)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",3,4
"7695","p(peak_week=4)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",4,5
"7696","p(peak_week=5)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",5,6
"7697","p(peak_week=6)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",6,7
"7698","p(peak_week=7)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",7,8
"7699","p(peak_week=8)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",8,9
"7700","p(peak_week=9)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",9,10
"7701","p(peak_week=10)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",10,11
"7702","p(peak_week=11)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",11,12
"7703","p(peak_week=12)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",12,13
"7704","p(peak_week=13)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",13,14
"7705","p(peak_week=14)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",14,15
"7706","p(peak_week=15)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",15,16
"7707","p(peak_week=16)",28,0.7551,"baseline","2008/2009","iquitos","peakweek","bin",16,17
"7708","p(peak_week=17)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",17,18
"7709","p(peak_week=18)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",18,19
"7710","p(peak_week=19)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",19,20
"7711","p(peak_week=20)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",20,21
"7712","p(peak_week=21)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",21,22
"7713","p(peak_week=22)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",22,23
"7714","p(peak_week=23)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",23,24
"7715","p(peak_week=24)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",24,25
"7716","p(peak_week=25)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",25,26
"7717","p(peak_week=26)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",26,27
"7718","p(peak_week=27)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",27,28
"7719","p(peak_week=28)",28,0,"baseline","2008/2009","iquitos","peakweek","bin",28,29
"7720","p(peak_week=29)",28,4e-04,"baseline","2008/2009","iquitos","peakweek","bin",29,30
"7721","p(peak_week=30)",28,0.0062,"baseline","2008/2009","iquitos","peakweek","bin",30,31
"7722","p(peak_week=31)",28,0.0082,"baseline","2008/2009","iquitos","peakweek","bin",31,32
"7723","p(peak_week=32)",28,0.0479,"baseline","2008/2009","iquitos","peakweek","bin",32,33
"7724","p(peak_week=33)",28,0.0214,"baseline","2008/2009","iquitos","peakweek","bin",33,34
"7725","p(peak_week=34)",28,0.0153,"baseline","2008/2009","iquitos","peakweek","bin",34,35
"7726","p(peak_week=35)",28,0.0406,"baseline","2008/2009","iquitos","peakweek","bin",35,36
"7727","p(peak_week=36)",28,0.0087,"baseline","2008/2009","iquitos","peakweek","bin",36,37
"7728","p(peak_week=37)",28,0.0133,"baseline","2008/2009","iquitos","peakweek","bin",37,38
"7729","p(peak_week=38)",28,0.0054,"baseline","2008/2009","iquitos","peakweek","bin",38,39
"7730","p(peak_week=39)",28,0.0094,"baseline","2008/2009","iquitos","peakweek","bin",39,40
"7731","p(peak_week=40)",28,0.0139,"baseline","2008/2009","iquitos","peakweek","bin",40,41
"7732","p(peak_week=41)",28,0.0178,"baseline","2008/2009","iquitos","peakweek","bin",41,42
"7733","p(peak_week=42)",28,0.003,"baseline","2008/2009","iquitos","peakweek","bin",42,43
"7734","p(peak_week=43)",28,0.0101,"baseline","2008/2009","iquitos","peakweek","bin",43,44
"7735","p(peak_week=44)",28,5e-04,"baseline","2008/2009","iquitos","peakweek","bin",44,45
"7736","p(peak_week=45)",28,0.0056,"baseline","2008/2009","iquitos","peakweek","bin",45,46
"7737","p(peak_week=46)",28,0.0048,"baseline","2008/2009","iquitos","peakweek","bin",46,47
"7738","p(peak_week=47)",28,0.0035,"baseline","2008/2009","iquitos","peakweek","bin",47,48
"7739","p(peak_week=48)",28,0.0041,"baseline","2008/2009","iquitos","peakweek","bin",48,49
"7740","p(peak_week=49)",28,0.0028,"baseline","2008/2009","iquitos","peakweek","bin",49,50
"7741","p(peak_week=50)",28,0.0015,"baseline","2008/2009","iquitos","peakweek","bin",50,51
"7742","p(peak_week=51)",28,1e-04,"baseline","2008/2009","iquitos","peakweek","bin",51,52
"7743","p(peak_week=52)",28,4e-04,"baseline","2008/2009","iquitos","peakweek","bin",52,53
"7744","point",32,16,"baseline","2008/2009","iquitos","peakweek","point",NA,NA
"7745","p(peak_week=1)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",1,2
"7746","p(peak_week=2)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",2,3
"7747","p(peak_week=3)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",3,4
"7748","p(peak_week=4)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",4,5
"7749","p(peak_week=5)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",5,6
"7750","p(peak_week=6)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",6,7
"7751","p(peak_week=7)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",7,8
"7752","p(peak_week=8)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",8,9
"7753","p(peak_week=9)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",9,10
"7754","p(peak_week=10)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",10,11
"7755","p(peak_week=11)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",11,12
"7756","p(peak_week=12)",32,0,"baseline","2008/2009","iquitos","peakweek","bin",12,13
